"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Bhutan","BTN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","56779369.6309679","64741938.8788895","77788338.4753776","79782631.7464796","81160890.996956","83255007.3287497","85303863.0052221","91733636.6625991","106197407.997845","120206755.309619","115883430.928958","110512236.650962","125884579.413514","131024646.499796","157437702.18355","230733447.394032","266444163.391593","284924577.852355","295580365.495429","255883459.466502","241332658.315619","224630938.263145","239687888.980398","248459209.380296","274719446.821003","304678887.350545","296327847.311607","321171108.969188","423072895.763584","474119632.808911","536844923.40053","612258231.19046","708803348.871725","833908736.416416","930640625.632636","1151576700.84209","1266571142.55283","1371161048.1041","1527232683.74104","1722702421.91535","1879628310.74548","1911061759.072","1960592918.5641","2030629710.94194","2152170785.36801","2230803840.8818","2392690842.31536","2578551319.66653","2342260679.6698","2558909594.57066","2810795223.13082","2937883989.15412","",
"Botswana","BWA","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","40040001.8706011","43034308.9171358","46664090.2642825","50923611.2625524","55865436.3566148","60074210.4715597","70619658.6488998","85153020.2575591","101235220.900983","131029320.343429","171495938.789916","240821218.630679","312847865.106644","385962717.203705","419302657.80388","467880676.337798","572026320.305769","770054074.20453","997617403.14602","1248708897.48843","1242986330.73637","1163889192.15277","1119512163.84307","1146120585.56363","1281646521.57392","1547463603.30095","2381863957.90774","2887773433.86109","3505142826.86259","4068913844.63086","4455125960.23958","4655539465.24486","4238185553.91059","4795947030.12468","4787804014.67021","5125361227.90724","5053971833.08727","5072642079.47677","5217043803.74187","5465282213.3707","4991385474.15137","5851634154.1539","6928494652.69432","8877968956.84465","10124089724.9942","10749196108.148","10656672199.5135","9742888536.88737","10924137735.8301","13478030882.7172","14575464618.384","14871303358.8649","15173992364.2874","13517645431.8946","13545412769.8986","14065758513.4897","15358981753.513","17530179389.7368","15616186979.7486","18071657257.0962","20124230777.6555","20744650969.6278","19548512880.5072",
"Central African Republic","CAF","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","120380502.103105","125062096.11111","134925238.722397","145136960.442242","155399465.565396","167340037.898454","179097992.531273","198049685.47043","204548144.537857","204103784.619411","220738718.971746","264311363.34306","319658376.985566","371786863.359803","419593340.443444","495771269.285674","577186228.659291","666973235.090547","784541059.618954","800159358.149533","804163697.520191","658220326.924592","679354488.160417","741083733.74951","894757734.204047","1106030879.44482","1312780743.56684","1335090026.5153","1349587850.01866","1371752195.72422","1398381906.83592","1362034667.97548","1162011677.3852","1137803733.14059","990564722.701273","1028192491.20847","977197141.605728","980949372.630742","938658349.091171","955815349.741547","964457747.192443","1006614095.43688","1207337001.9428","1356623568.97214","1455419204.90643","1601736848.45942","1792646214.15967","2086185554.77373","2224629022.67332","2344404754.03552","2512729545.84409","1670496470.57754","1742839368.43296","1802704234.84003","1869960216.76917","2006376458.11133","2299192875.99328","2450838201.33578","2451238915.14432","2613670959.9981","2665625203.94353","2707281933.16005","2745604870.43045",
"Canada","CAN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","44353692549.668","45794999666.8333","48775099277.0469","53573217406.313","59756049543.7259","64200655289.337","71251504091.289","78747337007.915","85518083296.8535","95694543024.2248","111404247914.247","135909446621.731","163886055736.684","185541548338.489","205820613762.214","216509295728.929","233756719693.17","256605066036.101","284485662752.856","307079013779.529","298795374963.03","309025607689.332","336705675564.435","360223858328.514","380024275288.717","431693661276.305","498941188088.23","541845771119.799","571750540297.188","588395341958.603","607581317695.482","610089911316.484","605811688467.289","610841828729.768","616510301029.794","637954310251.132","630315462913.689","651992600575.156","697909203732.725","717121201764.057","739662644148.35","806263959061.768","943201851619.197","1106332436295.31","1234589108711.28","1366350923624.47","1493809443684.28","1453816056201.87","1512802397423.15","1620353458617.05","1773085669817.85","1852426004895.08","1849753808692.1","1698848536813.02","1585229175341.14","1567890181029.63","1670516561344.5","1752253443569.44","1669280883269.54","1876762177283.96","2096755180148.68","2190882990721.19","2202315879885.4",
"Central Europe and the Baltics","CEB","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239217155574.34","262951084112.631","294765496377.271","349862353276.56","397139257952.483","418028905074.804","422391017113.524","427848168311.565","444532101605.791","449446203170.152","473315961402.718","552861835609.822","678880524294.847","819712903515.382","936033734086.23","1086665092128.67","1299452386648.25","1334875617993.98","1337900597077.48","1356864410654.38","1371172996237.67","1392196144305.95","1407121775740.65","1370023130565.86","1324059439617.02","1346198126893.43","1514555647103.41","1643355708995.4","1633235051368.43","1811872574408.1","1957216731770.32","2069765339359","2177563991524.65",
"Switzerland","CHE","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","12031490927.9715","13187446892.4527","14593169341.1799","15526213696.4632","16810673125.7958","18103499800.1824","19832984552.5784","21809192938.5775","26064524358.2833","29191183504.9265","34523759820.1003","45619394766.0253","58882513866.4505","66762918832.6862","70653129103.8233","77720227955.4443","90446671719.9895","113161061041.867","141038538565.509","139313640287.85","125566833561.546","117037903966.439","119000231378.916","120196620888.82","136100567014.756","172534366721.794","227997283579.162","240782056251.906","254862010573.358","262371189280.346","289135111468.003","291048823807.611","301102341602.054","328806395840.937","351284181588.203","349411878460.53","327995417554.346","315691319140.058","320278636734.694","303758931777.69","296071277599.665","342456655948.15","406435856153.209","466862878816.931","488637476615.062","484167899974.076","496130034910.338","555992790073.423","618494090718.567","643494115227.003","693480870493.31","732809097929.753","722614146106.894","719021489788.098","697964613305.296","682669841352.37","702168451402.392","713128242140.788","706059291137.208","775740708576.965","839128169518.23","851015877368.581","866358987863.238",
"Channel Islands","CHI","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","5148477737.17659","5734561338.94786","6037360452.55951","6072645729.2903","7014449287.11893","7270838445.18102","7568643002.98298","8071392606.88537","8745422000.2028","10627565182.9884","11765574840.6727","14216560786.3255","17484633763.1828","12493433177.6609","11149219331.9333","11898978201.1423","15520758262.4376","20613418579.938","26915827621.3612","32963053005.5971","24351661748.5089","19964630673.7513","17909579881.3291","17719458680.3803","18579270786.1222","21366687585.7198","25164280171.3453","29021595295.6933","31503694498.201","35504408256.35","43340640829.9277","48640020851.0288","53491427017.136","64309883794.6321","74662471481.26","83261984781.011","82733711119.5491","78170404898.8049","77957926480.3689","74912288131.7833","71754001895.5094","73257473713.4896","84224843287.6729","101369831820.939","121369317208.05","145013980734.419","167615242730.438","168116181355.143","184268159641.107","205797587925.655","248199360043.883","266798252785.3","262370039239.532","254044371735.224","243046025927.931","244936721607.185","273178462221.411","282097292463.388","251017616877.927","287702978790.467","301825433784.235","313510258028.243","311279825283.339",
"China","CHN","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","45883869793.7238","52569674568.6336","61459615898.7685","71904329314.0605","79804419002.6654","75310570176.8828","73168469209.7589","85502590553.2055","100387336115.592","105942991947.268","114906518561.71","140741524472.218","162325441938.186","187651908422.784","173942903219.984","183974428008.014","188021807623.402","203365158879.665","215266104135.852","223495687965.996","222775376405.629","229670509693.082","259986641308.652","302132335039.573","331933325802.225","350893782408.89","366104790478.874","359369374194.228","374893953358.05","408957641767.684","461614895625.848","495442015215.122","559085515280.492","653095680504.241","799939182646.065","932642885265.038","998440504297.239","1081960029448.99","1193318743705.32","1301151817901.89","1440783374345.64","1671259009007.3","1987884704420.99","2329075631206.62","2745071812175.06","3355722114408.17","4164991975973.08","4980508435388.77","5898415123961.65","6894451017125.12","8136728541251.14","9350381774152.13","10432016395411.7","11087246938146.4","11604134912471.2","12332590581343.7","13636874565685.7","14797204989129.2","15153114476656.1","17253947261998.4","18595279821527.8","19375860860094.7","19251262764510.9",
"Cote d'Ivoire","CIV","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","620762614.239463","721613582.48438","885121618.188893","887462003.871023","1011605552.79313","1072952725.4836","1250499172.60119","1389035168.7479","1537676672.02009","1623469257.79369","1788480286.95942","2227242526.48413","2924349541.0557","3823422790.36443","4588233620.96277","5496993575.57571","7012995350.45509","8691557481.93821","9317824110.37747","9495038024.72981","8387623137.06054","6546703950.73125","6259070788.40562","6315631334.70732","7545232746.50637","8704999650.3751","10118374506.6698","9536262118.63268","9252562275.74883","9334244921.81688","9969482768.9372","9928779305.14358","9392716793.95128","9904300974.15852","7941566171.72805","10129269791.5101","11813008145.5261","11767120765.789","10715842936.1899","10046144124.0925","9906939123.02575","11085269948.3235","13896865770.1758","17008726792.4232","17550779929.7954","18516796834.0364","21452404130.1943","23771712531.7476","25191501226.3027","23341807787.3987","26806058979.9982","29766420355.9374","45707802572.5598","47540059401.8622","48916733337.103","50063915043.6004","55125815646.735","59848852036.5625","61171952028.0076","68303480070.952","74090329055.8019","77791676742.6747","80243465049.4207",
"Cameroon","CMR","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","","","","","","695794221.322973","829701135.795127","986840661.688433","1057944364.61473","1147434114.57115","1309779712.27036","1548800734.31982","2057735950.37671","2672112081.52146","2574588977.16641","2705434811.2213","4246221731.66725","5388491934.82708","5553260596.0817","7084866864.46692","7137816664.94872","6660070410.05029","7054265878.33384","7848848301.1818","9892134515.21036","11947178750.0205","13089115979.9514","12317950809.8194","11383818350.6522","10907867592.4509","11566743550.1061","12215595784.4065","11292353851.2988","11352340619.4995","10387100492.1476","10898323126.6797","10859643244.5613","11080228679.8105","10876798937.4959","10682116852.7676","11003908200.8501","13330180010.0244","17076946420.2552","19488520320.2273","21056705021.9762","22495275137.4499","25308097110.0699","27820821929.9756","28541547561.1085","29657442369.5958","30562025551.436","32724499328.2032","34565250099.4693","34926201157.9492","34412094661.6485","34106364833.522","37685520416.0938","39762247057.2052","40320016761.8029","43312468773.2373","45747510263.4727","47872132681.7906","49039480920.5846",
"Congo, Dem. Rep.","COD","GNI, Atlas method (current US$)","NY.GNP.ATLS.CD","","","3695849747.31552","4466063183.45103","3929079430.08167","4059563809.36816","3997875908.09817","4094795518.89179","4135842503.37182","4547937148.29751","4926945350.45891","5635337916.96771","6049336074.27452","7738812368.03515","9639429402.03772","10641970787.1807","10228157875.9053","11042958327.7368","12670805766.1701","15648017583.0046","17084985336.0244","15329107666.5559","13695150620.4992","11895567247.9763","10225024198.438","8073434518.60118","8163674289.88178","7922594838.3453","8546520440.05677","8522697967.32364","8370457740.89081","7162362186.1858","7790976273.07304","8024135822.20378","6588635750.67581","6036411844.40319","5521912775.84856","5265852881.3901","5354705132.15946","4836508825.29939","6352189539.07417","6736847686.57131","9656903117.37567","8651034121.0321","10160866713.6775","11227938560.8103","12935882645.3979","14967629186.2138","17289554792.9218","18779552731.6892","20430702014.7016","22402540282.8635","25959164643.2939","29063367488.0803","32572882626.4106","34874329938.9504","36861850048.0758","37221273740.0993","41634219503.6157","45692407058.6606","49887060271.9509","53924709479.3666","60052867776.2443","67340010512.158","70357001205.0213",
